ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
39655278444678,simple,,Sonola Pista Deluxe Acordeón de Teclas 5 Registros Rojo con Negro,1,0,visible,"El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrume","El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrumento exclusivo que ofrecemos en Hermes Music. Este acordeón es de color rojo con parrilla cromada. Es uno de los instrumentos más suaves al tacto. Están hechos para músicos ambiciosos, genios, visionarios y aquellos que se esfuerzan por tocar el acordeón. El Acordeón Piano Key de Sonola es un acordeón que representa al músico como profesional. Tiene una táctica de acción rápida al tocar las teclas del piano. Está construido en madera fina y fuerte, para crear un sonido firme con una mica de celuloide para proteger el acordeón y luego pintado con el color seleccionado. El cambio entre sus lengüetas se hace entre: Clarinete, Violín, Fagot Maestro y Bandón. Mientras tocas, su fuelle toma aire para soltarlo con un sonido, respecto al cambio de voces. Tiene 72 botones para bajo, para liberar diferentes sonidos profundos con la música que tocas. Este acordeón tiene un diseño simple, con colores oscuros y adornos de piedra firmemente adheridos al acordeón, que captan la atención del público desde el momento en que ingresa al escenario. El acordeón Sonola Piano cautivará el arte de la música que entregas desde su apariencia hasta su sonido. Son uno de los mejores en Sonola, todos hechos a mano con varillas de aluminio duro y fuelles con pliegues profundos para tomar aire. Fabricado en Italia con material de madera resistente de alta calidad y esquinas de acero. El diseño es compacto y de tamaño aerodinámico, una combinación de belleza clásica con peso equilibrado para una distribución cómoda para jugar.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Sonola,,,https://accordionproshop.com/cdn/shop/files/Sonola-Pista-Deluxe-Piano-Accordion-5-Switch-Glossy-Red-with-Black-Designs-accordion-www_hermesmusic_com_1600x.jpg?v=1715895082,,,,,,,,,0
39655278313606,simple,,Sonola Maximum Acordeón de Teclas 5 Registros Plateado con Negro,1,0,visible,"El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrume","El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrumento exclusivo que ofrecemos en Hermes Music. Este acordeón es plateado con rejilla negra. Es uno de los instrumentos más suaves al tacto. Están hechos para músicos ambiciosos, genios, visionarios y aquellos que se esfuerzan por tocar el acordeón. El Acordeón Piano Key de Sonola es un acordeón que representa al músico como profesional. Tiene una táctica de acción rápida al tocar las teclas del piano. Está construido en madera fina y fuerte, para crear un sonido firme con una mica de celuloide para proteger el acordeón y luego pintado con el color seleccionado. Los cambios entre sus lengüetas se realizan entre: Clarinete, Violín, Maestro Fagot y Bandón. Mientras tocas, su fuelle toma aire para soltarlo con un sonido, respecto al cambio de voces. Tiene 72 botones para bajo, para liberar diferentes sonidos profundos con la música que tocas. Este acordeón tiene un diseño simple, con colores oscuros y adornos de piedra firmemente adheridos al acordeón, que captan la atención del público desde el momento en que ingresa al escenario. El acordeón Sonola Piano cautivará el arte de la música que entregas desde su apariencia hasta su sonido. Son uno de los mejores en Sonola, todos hechos a mano con varillas de aluminio duro y fuelles con pliegues profundos para tomar aire. Fabricado en Italia con material de madera resistente de alta calidad y esquinas de acero. El diseño es compacto y de tamaño aerodinámico, una combinación de belleza clásica con peso equilibrado para una distribución cómoda para jugar.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Sonola,,,https://accordionproshop.com/cdn/shop/files/Sonola-Maximum-Piano-Accordion-5-Switch-Glossy-Silver-with-Black-Designs-accordion-www_hermesmusic_com_1600x.jpg?v=1715895079,,,,,,,,,0
39290097008774,simple,,Cantabella Rey Acordeón de Teclas 5 Registros Negro,1,0,visible,Cantabella Rey II ha sido un acordeón 100% de manufactura Italiana en todos,"Cantabella Rey II ha sido un acordeón 100% de manufactura Italiana en todos sus componentes. Es bien sabido que el acordeón es uno de los instrumentos más versátiles que pueda existir, ya que se usa para interpretar desde una ópera hasta una buena polka de folclor mexicano, es así pues que un acordeón de teclas es una de los lazos que logran unir la música clásica con nuestra música regional! En acordeones cantabella nos esmeramos por siempre ofrecer productos de altísima calidad no importando el género de música para el cual sea dedicado el instrumento. En el caso de nuestros modelos de teclas para el Mercado regional mexicano ofrecemos un acordeón cromático de piano con 34 teclas de agudos y 72 bajos. Más que suficiente para ejecutar nuestra música mexicana, pero a la vez para interpretar algunas piezas clásicas del Mercado europeo o bien hasta un tango argentino. Nuestros acordeones cantabella de teclas cuentan igual que nuestros acordeones diatónicos con voces hechas a mano ARTIGIANA tanto en agudos como en graves. Además de contar con el mismo mecanismo suave y de rápida respuesta que encontrarás en los modelos más grandes para concertistas de música clásica. Estos acordeones incluyen una garantía limitada de 1 año y cuentan con estuche y correas profesionales.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Cantabella,,,https://accordionproshop.com/cdn/shop/files/Cantabella-Rey-Piano-Accordion-5-Switch-Glossy-Black-with-Black-Keys-accordion-www_hermesmusic_com_1600x.jpg?v=1715895106,,,,,,,,,0
40078142636166,simple,,Cantabella Revolution Acordeón de Teclas 5 Registros Negro con Rojos,1,0,visible,"Cantabella Revolution se dedican a la frescura, la juventud y la innovación","Cantabella Revolution se dedican a la frescura, la juventud y la innovación; Inspirado en los autos deportivos italianos. Pintado a mano para obtener elementos estéticos de gran durabilidad y máxima calidad; produciendo un sonido profesional más profundo, robusto, claro y original. Es bien sabido que el acordeón es uno de los instrumentos más versátiles que pueden existir, ya que sirve para interpretar desde una ópera hasta una buena polca del folklore mexicano, es así que un acordeón clave es uno de los lazos que logran unir la música Clásica con nuestra música regional! En acordeones cantabella nos esforzamos por ofrecer siempre productos de alta calidad sin importar el género musical al que se dedique el instrumento. En el caso de nuestros modelos clave para el mercado regional mexicano ofrecemos un acordeón piano cromático con 34 teclas de agudos y 72 de graves. Más que suficiente para interpretar nuestra música mexicana, pero al mismo tiempo para interpretar algunas piezas clásicas del Mercado Europeo o incluso un tango argentino. Nuestros acordeones de llave cantabella, al igual que nuestros acordeones diatónicos, están fabricados con cañas artesanales ARTIGIANA tanto en notas altas como bajas. Además de contar con el mismo mecanismo de respuesta suave y rápida que encontrarás en los modelos más grandes para concertistas de música clásica. Estos acordeones incluyen una garantía limitada de 1 año y tienen estuche y correas profesionales.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Cantabella,,,https://accordionproshop.com/cdn/shop/files/Cantabella-Revolution-Piano-Accordion-5-Switches-Glossy-Black-with-Red-Designs-accordion-www_hermesmusic_com_1600x.jpg?v=1715895036,,,,,,,,,0
40078142701702,simple,,Cantabella Revolution Acordeón de Teclas 5 Registros Blanco con Negro,1,0,visible,"Cantabella Revolution se dedican a la frescura, la juventud y la innovación","Cantabella Revolution se dedican a la frescura, la juventud y la innovación; Inspirado en los autos deportivos italianos. Pintado a mano para obtener elementos estéticos de gran durabilidad y máxima calidad; produciendo un sonido profesional más profundo, robusto, claro y original. Es bien sabido que el acordeón es uno de los instrumentos más versátiles que pueden existir, ya que sirve para interpretar desde una ópera hasta una buena polca del folklore mexicano, es así que un acordeón clave es uno de los lazos que logran unir la música Clásica con nuestra música regional! En acordeones cantabella nos esforzamos por ofrecer siempre productos de alta calidad sin importar el género musical al que se dedique el instrumento. En el caso de nuestros modelos clave para el mercado regional mexicano ofrecemos un acordeón piano cromático con 34 teclas de agudos y 72 de graves. Más que suficiente para interpretar nuestra música mexicana, pero al mismo tiempo para interpretar algunas piezas clásicas del Mercado Europeo o incluso un tango argentino. Nuestros acordeones de llave cantabella, al igual que nuestros acordeones diatónicos, están fabricados con cañas artesanales ARTIGIANA tanto en notas altas como bajas. Además de contar con el mismo mecanismo de respuesta suave y rápida que encontrarás en los modelos más grandes para concertistas de música clásica. Estos acordeones incluyen una garantía limitada de 1 año y tienen estuche y correas profesionales.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Cantabella,,,https://accordionproshop.com/cdn/shop/files/Cantabella-Revolution-Piano-Accordion-5-Switch-White-with-Black-Designs-accordion-www_hermesmusic_com_1600x.jpg?v=1715895031,,,,,,,,,0
40078142767238,simple,,Sonola Maximum Acordeón de Teclas 5 Registros Negro con Blanco,1,0,visible,"El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrume","El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrumento exclusivo que ofrecemos en Hermes Music. Este acordeón es plateado con rejilla negra. Es uno de los instrumentos más suaves al tacto. Están hechos para músicos ambiciosos, genios, visionarios y aquellos que se esfuerzan por tocar el acordeón. El Acordeón Piano Key de Sonola es un acordeón que representa al músico como profesional. Tiene una táctica de acción rápida al tocar las teclas del piano. Está construido en madera fina y fuerte, para crear un sonido firme con una mica de celuloide para proteger el acordeón y luego pintado con el color seleccionado. Los cambios entre sus lengüetas se realizan entre: Clarinete, Violín, Maestro Fagot y Bandón. Mientras tocas, su fuelle toma aire para soltarlo con un sonido, respecto al cambio de voces. Tiene 72 botones para bajo, para liberar diferentes sonidos profundos con la música que tocas. Este acordeón tiene un diseño simple, con colores oscuros y adornos de piedra firmemente adheridos al acordeón, que captan la atención del público desde el momento en que ingresa al escenario. El acordeón Sonola Piano cautivará el arte de la música que entregas desde su apariencia hasta su sonido. Son uno de los mejores en Sonola, todos hechos a mano con varillas de aluminio duro y fuelles con pliegues profundos para tomar aire. Fabricado en Italia con material de madera resistente de alta calidad y esquinas de acero. El diseño es compacto y de tamaño aerodinámico, una combinación de belleza clásica con peso equilibrado para una distribución cómoda para jugar.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Sonola,,,https://accordionproshop.com/cdn/shop/files/Sonola-Maximum-Piano-Accordion-5-Switch-Glossy-Black-with-White-Designs-accordion-www_hermesmusic_com_1600x.jpg?v=1715895033,,,,,,,,,0
40078143193222,simple,,Sonola Maximum Acordeón de Teclas 5 Registros Azul Oscuro con Negro,1,0,visible,"El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrume","El acordeón Sonola Key, delicadamente elaborado en Italia, es otro instrumento exclusivo que ofrecemos en Hermes Music. Este acordeón es plateado con rejilla negra. Es uno de los instrumentos más suaves al tacto. Están hechos para músicos ambiciosos, genios, visionarios y aquellos que se esfuerzan por tocar el acordeón. El Acordeón Piano Key de Sonola es un acordeón que representa al músico como profesional. Tiene una táctica de acción rápida al tocar las teclas del piano. Está construido en madera fina y fuerte, para crear un sonido firme con una mica de celuloide para proteger el acordeón y luego pintado con el color seleccionado. Los cambios entre sus lengüetas se realizan entre: Clarinete, Violín, Maestro Fagot y Bandón. Mientras tocas, su fuelle toma aire para soltarlo con un sonido, respecto al cambio de voces. Tiene 72 botones para bajo, para liberar diferentes sonidos profundos con la música que tocas. Este acordeón tiene un diseño simple, con colores oscuros y adornos de piedra firmemente adheridos al acordeón, que captan la atención del público desde el momento en que ingresa al escenario. El acordeón Sonola Piano cautivará el arte de la música que entregas desde su apariencia hasta su sonido. Son uno de los mejores en Sonola, todos hechos a mano con varillas de aluminio duro y fuelles con pliegues profundos para tomar aire. Fabricado en Italia con material de madera resistente de alta calidad y esquinas de acero. El diseño es compacto y de tamaño aerodinámico, una combinación de belleza clásica con peso equilibrado para una distribución cómoda para jugar.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Sonola,,,https://accordionproshop.com/cdn/shop/files/Sonola-Maximum-Piano-Accordion-5-Switch-Glossy-Blue-and-Silver-with-Black-Keys-accordion-www_hermesmusic_com_1600x.jpg?v=1715895033,,,,,,,,,0
39290097074310,simple,,Sonola Pista Deluxe Acordeón de Teclas 5 Registros Negro con Gris,1,0,visible,"El acordeón Sonola Piano, delicadamente fabricado en Italia, es otro instru","El acordeón Sonola Piano, delicadamente fabricado en Italia, es otro instrumento exclusivo que ofrecemos en Accordion Pro Shop. Este acordeón es de color negro con parrilla plateada. Es uno de los instrumentos más suaves al tacto. Están hechos para músicos ambiciosos, genios, visionarios y aquellos que se esfuerzan por tocar el acordeón. El acordeón Sonola Piano Key es un acordeón que representa al músico como un profesional. Tiene una táctica de acción rápida al tocar las teclas del piano. Está construido en madera fina y fuerte, para crear un sonido firme con una mica celuloide para proteger el acordeón y luego pintada con el color seleccionado. El cambio entre sus cañas se realiza entre: Clarinete, Violín, Master Basoon y Bandon. Mientras juegas, su fuelle agarra aire para soltarlo con un sonido, respecto al cambio de voces. Tiene 72 botones para graves, para liberar diferentes sonidos profundos con la música que tocas. Este acordeón tiene un diseño simple, con colores oscuros y decoraciones de piedra firmemente adheridas al acordeón, que captan la atención del público desde el momento en que ingresa al escenario. El acordeón de piano de Sonola cautivará el arte de la música que entregas desde su apariencia hasta su sonido. Son uno de los mejores en Sonola, todos hechos a mano con varillas de aluminio duro y fuelles con pliegues profundos para tomar aire. Fabricado en Italia con material de madera resistente de alta calidad y esquinas de acero. El diseño es compacto y de tamaño aerodinámico, una combinación de belleza clásica con un peso equilibrado para una distribución cómoda para jugar.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Sonola,,,https://accordionproshop.com/cdn/shop/files/Sonola-Pista-Deluxe-Piano-Accordion-5-Switch-Black-with-White-and-Black-Keys-accordion-www_hermesmusic_com_1600x.jpg?v=1715895115,,,,,,,,,0
34953423585414,simple,,Sonola Venezia II Acordeón 5 Registros SOL Dorado con Negros,1,0,visible,¡Toma este acordeón hoy con ENVÍO GRATIS! Evoca la elegancia tradicional de,"¡Toma este acordeón hoy con ENVÍO GRATIS! Evoca la elegancia tradicional de la icónica ciudad de Venecia; refiriéndose a su festival de máscaras de fama mundial. Un toque de finos acabados y diseños estilizados confirma el amor por hacer que su artesanía sea lo más perfecta posible. Todos los acordeones de este modelo tienen un acabado de pintura texturada que les otorga un grado extra de finura y calidad. Chatea con nosotros para pedidos especiales y obtén los mejores descuentos, ¡GARANTIZADO! En este modelo, encontramos las nuevas voces hechas a mano ""ARTIGIANA MDR"". Estas voces ofrecen un aumento de hasta un 30% más de volumen y hasta un 60% más de vida útil de las pestañas. Reciben un tratamiento metalúrgico especial para lograr este objetivo. Como es habitual, en Sonola Accordions, todos nuestros acordeones han sido afinados por un artesano que se encarga de la correcta calibración de voz a voz para tu música norteña. Además, el modelo Venezia tiene una tapa metálica con una superficie bastante abierta para ofrecer lujo y una mejor apertura para la resonancia de las voces, complementando el lujoso diseño de su parrilla principal. Sin duda, con el modelo Sonola VENEZIA, tendrás en tus manos uno de los acordeones más lujosos y mejor fabricados de la historia de los acordeones; y sobre todo, con la reconocida garantía que ofrece Sonola Accordions.",,,taxable,,1,1,,0,0,,,,,1,,,"5,595.00",Sonola,,,https://accordionproshop.com/cdn/shop/files/Sonola-Venezia-II-Accordion-5-Switch-GCF-Gold-with-Black-accordion-www_hermesmusic_com_1600x.jpg?v=1716934304,,,,,,,,,0
39655278116998,simple,,Cantabella Rey Acordéon de Teclas 5 Registros Negro Lustroso con Diseño Blanco Y Dorado,1,0,visible,Cantabella Rey II ha sido un acordeón 100% de manufactura Italiana en todos,"Cantabella Rey II ha sido un acordeón 100% de manufactura Italiana en todos sus componentes. Es bien sabido que el acordeón es uno de los instrumentos más versátiles que pueda existir, ya que se usa para interpretar desde una ópera hasta una buena polka de folclor mexicano, es así pues que un acordeón de teclas es una de los lazos que logran unir la música clásica con nuestra música regional! En acordeones cantabella nos esmeramos por siempre ofrecer productos de altísima calidad no importando el género de música para el cual sea dedicado el instrumento. En el caso de nuestros modelos de teclas para el Mercado regional mexicano ofrecemos un acordeón cromático de piano con 34 teclas de agudos y 72 bajos. Más que suficiente para ejecutar nuestra música mexicana, pero a la vez para interpretar algunas piezas clásicas del Mercado europeo o bien hasta un tango argentino. Nuestros acordeones cantabella de teclas cuentan igual que nuestros acordeones diatónicos con voces hechas a mano ARTIGIANA tanto en agudos como en graves. Además de contar con el mismo mecanismo suave y de rápida respuesta que encontrarás en los modelos más grandes para concertistas de música clásica. Estos acordeones incluyen una garantía limitada de 1 año y cuentan con estuche y correas profesionales.",,,taxable,,1,1,,0,0,,,,,1,,,"6,399.00",Cantabella,,,https://accordionproshop.com/cdn/shop/files/Cantabella-Rey-Piano-Accordion-5-Switches-Glossy-Black-and-White-with-Gold-Grill-accordion-www_hermesmusic_com_1600x.jpg?v=1715895076,,,,,,,,,0
